2.969980239868164062e-03 5.814085164734684878e-08 9.000056350765032187e-01 -1.799996306524597856e+00 4.871492113365186595e-05 3.417702429915975976e-03 2.225421899466597988e-03 2.946652006819770742e-02 1.159475765924495638e+00 7.408344887902520437e-01 -1.177661561532790335e+00 5.948102336882344909e-01 -1.220966659439629842e-01 -1.305942033007118752e+00 7.026330560095034317e-01 6.637832085130925819e-01
6.443262100219726562e-03 4.656463210706670977e-07 9.000243629115325383e-01 -1.799984266199250227e+00 2.093600313850327711e-04 7.482881368512017163e-03 4.759618335870765410e-03 6.391689288444941941e-02 1.181752144643816615e+00 7.176238150579306030e-01 -1.175767527669373091e+00 6.099547737691481952e-01 -6.479922030936767496e-02 -1.382098366597924510e+00 8.518376207838012082e-01 7.579768786350600251e-01
8.951902389526367188e-03 1.230614032640062770e-06 9.000470531115319917e-01 -1.799969977661206588e+00 4.024263447156098969e-04 1.046786329811825317e-02 6.536930977474521287e-03 8.878594352997441763e-02 1.197153711654360242e+00 7.000721295623352214e-01 -1.173766358993554748e+00 6.208390461819037753e-01 -2.493227819909494408e-02 -6.915087963477106747e-01 4.403289570672312969e-01 6.913736793420778293e-01
1.246547698974609375e-02 3.247827343246651160e-06 9.000910933962352756e-01 -1.799942836883720920e+00 7.741332925068544410e-04 1.470992319621125533e-02 8.953091321835441804e-03 1.235904372245955479e-01 1.217810003141718500e+00 6.744716536608815760e-01 -1.170131175145023628e+00 6.358480194206708180e-01 2.868381915385911571e-02 -9.464204743840909373e-01 4.556975538437073592e-01 7.931365962544268955e-01
1.509284973144531250e-02 5.757423957047475887e-06 9.001341321761292535e-01 -1.799916916652678944e+00 1.134381628341267967e-03 1.792979671054001009e-02 1.069807191994934063e-02 1.495880583390034047e-01 1.232505697383381227e+00 6.545141394030929982e-01 -1.166737124242038348e+00 6.467675981423613996e-01 6.684381981446357868e-02 -7.627970630207538960e-01 3.869149736305886322e-01 7.747184631075905159e-01
1.863288879394531250e-02 1.077329037346054321e-05 9.002052888457122704e-01 -1.799875042232705002e+00 1.725241561865972122e-03 2.232623083173141537e-02 1.296650579100719174e-02 1.845700568787402573e-01 1.251333239259585950e+00 6.266003382108877862e-01 -1.161299511436171494e+00 6.609356224567399796e-01 1.156346938045075268e-01 -5.456321835407982324e-01 1.823781436564790859e-01 7.284906037110143728e-01
2.117776870727539062e-02 1.579781711454872383e-05 9.002662369060332459e-01 -1.799840004654168490e+00 2.227415876616166759e-03 2.552743044011628396e-02 1.453437602222971796e-02 2.096778249264914518e-01 1.264147180841907803e+00 6.057946717737155984e-01 -1.156757610775020151e+00 6.706372645440612512e-01 1.487189901146833970e-01 -4.609851470437638099e-01 3.943814628146831147e-01 7.343523315436305543e-01
2.478718757629394531e-02 2.528009953926439258e-05 9.003666403909152960e-01 -1.799783668536466097e+00 3.048334012775028197e-03 3.012154031637602827e-02 1.666625815448844264e-02 2.452214686242498165e-01 1.281298089901458770e+00 5.752697449476060765e-01 -1.149431936741663440e+00 6.836056786842069632e-01 1.927818466932576524e-01 -4.579534556898041675e-01 4.141880015363853529e-01 7.441281450025503119e-01
2.741789817810058594e-02 3.415843386355004065e-05 9.004502444443774900e-01 -1.799737894260452276e+00 3.726819604828934904e-03 3.350757649325618315e-02 1.815011126873503425e-02 2.710714791382636824e-01 1.293036822032412880e+00 5.522858594223329920e-01 -1.143445151147729932e+00 6.924213984525198207e-01 2.227679109155207837e-01 -9.968441856510779076e-02 1.699447299932785871e-01 7.018465739025306904e-01
3.093767166137695312e-02 4.905382820001554574e-05 9.005763362217841239e-01 -1.799670610615969446e+00 4.742512410122487129e-03 3.808527689506757685e-02 2.003774430941982279e-02 3.055720107639965377e-01 1.307706410641799710e+00 5.205659853240791612e-01 -1.134573803864418196e+00 7.033060754513928980e-01 2.600224126057324447e-01 -2.072864970241650173e-01 1.298419855567719550e-01 6.671888007333859338e-01
3.448295593261718750e-02 6.781660164159501270e-05 9.007194331002326138e-01 -1.799596433445749266e+00 5.886009039838231878e-03 4.274542794409728896e-02 2.182632209233524578e-02 3.402158620161431779e-01 1.321314008665310125e+00 4.875593269832829701e-01 -1.124692436759319403e+00 7.132295217148908462e-01 2.943777325104580678e-01 -2.267099045773997013e-01 1.124397608101845858e-01 7.226938986851846325e-01
3.813004493713378906e-02 9.153234827615280779e-05 9.008838192895725072e-01 -1.799513775654433489e+00 7.189225181340476965e-03 4.758717479213451368e-02 2.354328755440635371e-02 3.757291788131974508e-01 1.334068240948657502e+00 4.525197378304818274e-01 -1.113555245036523367e+00 7.223467321634373661e-01 3.264384710157107738e-01 1.074369269550405903e-01 1.066731249403749526e-01 6.945126080008053870e-01
4.088735580444335938e-02 1.129669209562847736e-04 9.010206141055554507e-01 -1.799447015015937845e+00 8.265735754182860009e-03 5.127901899335058494e-02 2.474992468967383147e-02 4.024787842629093393e-01 1.342806614421085287e+00 4.252694070023905759e-01 -1.104459547676645892e+00 7.284792639652996060e-01 3.483732593584010773e-01 1.675950458436359369e-02 2.629328269870085388e-01 6.881106571912295466e-01
4.448604583740234375e-02 1.453399521563609434e-04 9.012136995609044687e-01 -1.799355321853281620e+00 9.775556099937810980e-03 5.613000407697051053e-02 2.621638226827640097e-02 4.372659472269442293e-01 1.353162007024343305e+00 3.888553945006185675e-01 -1.091845877129480780e+00 7.356546882194933135e-01 3.744254965038918970e-01 -3.654847450748732740e-03 9.795699053911027798e-02 8.627387654923657223e-01
4.801201820373535156e-02 1.824279545806872620e-04 9.014195579202565201e-01 -1.799260665982116869e+00 1.137378801180987178e-02 6.091645440084602486e-02 2.752690351547533790e-02 4.711975967755959727e-01 1.362106730800605403e+00 3.522395185598491962e-01 -1.078687188026604460e+00 7.418029359361913988e-01 3.971054869027952905e-01 3.365128430327102294e-03 1.246678430718599628e-01 8.723496815038476182e-01
