6.025552749633789062e-03 2.984624356031417847e-02 8.852081298828125000e-01 -1.811747431755065918e+00 -2.247803807258605957e-01 1.627719998359680176e-01 -1.819811202585697174e-02 -3.859852382460028597e+00 1.543940952984011439e+01 -4.027672105034034722e+00 -2.127492189407348633e+00 1.113222718238830566e+00 7.112256288528442383e-01
1.343441009521484375e-02 2.866541594266891479e-02 8.856925368309020996e-01 -1.811763167381286621e+00 -3.875523805618286133e-01 1.550209522247314453e-01 -2.224213629961013794e-02 -2.196991954947707271e+01 -1.046186645213193822e+00 -5.458364340305712492e-01 -1.706941485404968262e+00 9.647929668426513672e-01 5.215654373168945312e-01
1.841497421264648438e-02 2.645515650510787964e-02 8.867219686508178711e-01 -1.811731576919555664e+00 -2.984153330326080322e-01 1.976517289876937866e-01 -2.022012369707226753e-03 1.789697821924365684e+01 8.559427357587361840e+00 4.059805968390976183e+00 -1.682203173637390137e+00 1.039007902145385742e+00 7.112256288528442383e-01
2.567481994628906250e-02 2.445683628320693970e-02 8.875394463539123535e-01 -1.811747431755065918e+00 -3.681747615337371826e-01 2.286559045314788818e-01 -4.448427259922027588e-02 -9.608940886699507189e+00 4.270638341543514294e+00 -5.848920457461001199e+00 -1.484296917915344238e+00 8.905781507492065430e-01 7.112256288528442383e-01
3.203105926513671875e-02 2.279157191514968872e-02 8.884478211402893066e-01 -1.811715841293334961e+00 -3.875523805618286133e-01 2.790377140045166016e-01 2.426414936780929565e-02 -3.048598087021755276e+00 7.926355026256564074e+00 1.081589577081770415e+01 -1.311128973960876465e+00 7.668867111206054688e-01 9.008857607841491699e-01
3.719854354858398438e-02 2.115658670663833618e-02 8.898102641105651855e-01 -1.811684131622314453e+00 -3.294195234775543213e-01 2.519090473651885986e-01 -4.044024739414453506e-03 1.124974047245547659e+01 -5.249878887145889017e+00 -5.478134534032712111e+00 -1.311128973960876465e+00 7.421484589576721191e-01 8.534707427024841309e-01
4.319977760314941406e-02 1.846189051866531372e-02 8.916269540786743164e-01 -1.811526179313659668e+00 -3.526726663112640381e-01 2.480335235595703125e-01 -3.033018670976161957e-02 -3.874726868221365805e+00 -6.457878113702276712e-01 -4.380126109287473923e+00 -1.212175846099853516e+00 7.668867111206054688e-01 1.090545892715454102e+00
5.182194709777832031e-02 1.700856536626815796e-02 8.926866650581359863e-01 -1.811478853225708008e+00 -2.790377140045166016e-01 2.325314432382583618e-01 0.000000000000000000e+00 8.540188447074438471e+00 -1.797932681672381294e+00 3.517697805483353424e+00 -1.212175846099853516e+00 7.916250228881835938e-01 1.137960910797119141e+00
5.816006660461425781e-02 1.543413847684860229e-02 8.939886093139648438e-01 -1.811462998390197754e+00 -2.286559045314788818e-01 2.364069521427154541e-01 -1.617609895765781403e-02 7.949015385194101668e+00 6.114603708997893294e-01 -2.552192166810863583e+00 -1.088484406471252441e+00 7.668867111206054688e-01 1.137960910797119141e+00
6.445550918579101562e-02 1.358719915151596069e-02 8.956841230392456055e-01 -1.811415672302246094e+00 -1.821496188640594482e-01 1.976517289876937866e-01 0.000000000000000000e+00 7.387294073092217417e+00 -6.156076027267562978e+00 2.569493526320772769e+00 -1.088484406471252441e+00 7.668867111206054688e-01 1.280206084251403809e+00
7.218289375305175781e-02 1.276970654726028442e-02 8.965318799018859863e-01 -1.811415672302246094e+00 -2.170293331146240234e-01 1.705230474472045898e-01 -3.235219791531562805e-02 -4.513780043812285925e+00 -3.510719740211656337e+00 -4.186694428589059491e+00 -1.113222718238830566e+00 6.679335832595825195e-01 1.280206084251403809e+00
7.842588424682617188e-02 1.189165562391281128e-02 8.977127075195312500e-01 -1.811384081840515137e+00 -1.550209522247314453e-01 2.131538093090057373e-01 1.415408682078123093e-02 9.932480427725797867e+00 6.828580294061485922e+00 7.449360171615428960e+00 -1.039007902145385742e+00 5.937187671661376953e-01 1.137960910797119141e+00
8.445239067077636719e-02 1.101361960172653198e-02 8.989238142967224121e-01 -1.811384081840515137e+00 -1.240167617797851562e-01 1.860251426696777344e-01 -8.088049478828907013e-03 5.144637417415041547e+00 -4.501557740238161465e+00 -3.690718093523756682e+00 -1.113222718238830566e+00 6.926718950271606445e-01 1.280206084251403809e+00
9.069466590881347656e-02 1.052916795015335083e-02 9.006193876266479492e-01 -1.811352491378784180e+00 -1.317678093910217285e-01 2.209048718214035034e-01 -1.011006254702806473e-02 -1.241702314567259879e+00 5.587662802688869945e+00 -3.239224467191200163e-01 -1.162699222564697266e+00 6.431953310966491699e-01 1.280206084251403809e+00
9.822225570678710938e-02 1.028694957494735718e-02 9.018607139587402344e-01 -1.811320900917053223e+00 -5.425733327865600586e-02 2.286559045314788818e-01 1.011006254702806473e-02 1.029685174041111040e+01 1.029683194501631149e+00 2.686135354971019407e+00 -1.187437534332275391e+00 6.431953310966491699e-01 1.327621102333068848e+00
1.043269634246826172e-01 1.007501035928726196e-02 9.028599262237548828e-01 -1.811336636543273926e+00 -7.751047611236572266e-02 2.441580146551132202e-01 -3.033018670976161957e-02 -3.809050966608084288e+00 2.539369752001562119e+00 -6.624436602958406972e+00 -1.113222718238830566e+00 6.926718950271606445e-01 1.327621102333068848e+00
