1.272130012512207031e-02 3.462648306290581637e-06 9.000950229973990746e-01 -1.799940454150315450e+00 8.071044087429929056e-04 1.502225006981261317e-02 9.124617400273040205e-03 1.261226224717014177e-01 1.219260228483273645e+00 6.725490340152620039e-01 -1.170536632314939318e+00 6.424427604074536280e-01 5.522579195870241237e-02 -1.269673108404034467e+00 6.170976986778787809e-01 1.412340304019981119e+00
1.730561256408691406e-02 8.643733421000745321e-06 9.001767806595390997e-01 -1.799891682557723360e+00 1.489169956153423187e-03 2.067006933895870063e-02 1.212763078790696225e-02 1.714612269331662053e-01 1.244409029587257409e+00 6.372059019310528649e-01 -1.164207339455302082e+00 6.631920250762555202e-01 1.214734406884322993e-01 -5.817111465332316378e-01 9.649317817012414977e-02 1.039466622557011721e+00
2.298998832702636719e-02 2.019264791700802191e-05 9.003145992111113438e-01 -1.799812669891913686e+00 2.623735693990612676e-03 2.782639781368677345e-02 1.561836308991104011e-02 2.275339913123735069e-01 1.272908200358436437e+00 5.906155369178197612e-01 -1.154010291676116795e+00 6.869921378385132060e-01 1.961348668365783809e-01 -7.331199630297480230e-01 4.448733267164903804e-01 1.079127869878866886e+00
2.795720100402832031e-02 3.610638486479080325e-05 9.004680233770601117e-01 -1.799728229576717631e+00 3.870797521358448207e-03 3.420394565955037908e-02 1.844996410258659125e-02 2.763671721904346623e-01 1.295396626823991371e+00 5.475297155846665653e-01 -1.143038046553005227e+00 7.056435581842195326e-01 2.545245282228008055e-01 -6.099786761167270699e-01 1.727382070152063687e-01 1.209270546701741722e+00
3.484511375427246094e-02 7.001173936837593579e-05 9.007351610289481281e-01 -1.799588437343853320e+00 6.011047757289313120e-03 4.322464082533559321e-02 2.200112558406166000e-02 3.437468924606069121e-01 1.322623598799516742e+00 4.841167723578632676e-01 -1.124576638546925134e+00 7.276197848062871953e-01 3.244467234109096876e-01 -3.014123103459944719e-01 2.448934155460548157e-01 1.224708687858771183e+00
3.936767578125000000e-02 1.008395887799519729e-04 9.009441527420689599e-01 -1.799484155659521356e+00 7.664696726492817649e-03 4.924177783660629859e-02 2.409278716148036820e-02 3.877447676272725574e-01 1.338067544177897972e+00 4.403515062448998263e-01 -1.110560289029393299e+00 7.396670487576476605e-01 3.638299225841902240e-01 -1.874197261689105609e-01 -1.107344568725070477e-01 1.100376164800275225e+00
4.600000381469726562e-02 1.604789692993985079e-04 9.012997306886637583e-01 -1.799315327680697019e+00 1.044506423325147412e-02 5.818074496278904939e-02 2.679711748168879179e-02 4.518576151578048705e-01 1.357172502301605688e+00 3.732634364138345817e-01 -1.087460602340569737e+00 7.541376112994113701e-01 4.126290077126076317e-01 -1.958464255208367533e-01 5.913353122337516865e-02 1.253398943419041123e+00
4.920673370361328125e-02 1.965799433570550726e-04 9.014939452971872935e-01 -1.799227371502887696e+00 1.194805498809438891e-02 6.254648815840437026e-02 2.793525284240014339e-02 4.826496922715781679e-01 1.364803777086619929e+00 3.395818795629532150e-01 -1.075244320657590791e+00 7.598430585497741863e-01 4.323892506290556992e-01 1.661653308989736733e-01 2.328476698524177824e-01 1.260010644726943685e+00
5.348324775695800781e-02 2.521636860258708404e-04 9.017738030484444556e-01 -1.799104967441069292e+00 1.409865007696953568e-02 6.840209791489935964e-02 2.929057864752331042e-02 5.235026805057656496e-01 1.373480408871879499e+00 2.935671105675683457e-01 -1.058092492224737224e+00 7.664080728445981094e-01 4.553591350178042285e-01 4.805985514032462547e-02 1.008014039890119395e-01 1.296440712708011311e+00
5.895471572875976562e-02 3.374673088787763834e-04 9.021688278551791562e-01 -1.798940585736639619e+00 1.710617467843896997e-02 7.594166434195426252e-02 3.073033888253121418e-02 5.753673423606331383e-01 1.381922030249909561e+00 2.328531885693531367e-01 -1.034847899090132639e+00 7.732125467502628524e-01 4.790334575459490596e-01 -6.532748469224092247e-02 1.867223067154192284e-01 1.269487867674169213e+00
6.327795982360839844e-02 4.169011395547193551e-04 9.025100200459983402e-01 -1.798805713425449815e+00 1.968123478413101590e-02 8.192658875579983402e-02 3.163124011668545094e-02 6.160054698233782267e-01 1.386500445838888984e+00 1.835217981806460119e-01 -1.015683822875891762e+00 7.775453996952000901e-01 4.934581422905935377e-01 1.411814933715807019e-01 2.447687468326282811e-01 1.310044902442944359e+00
6.760907173156738281e-02 5.079501809412726668e-04 9.028776635336505096e-01 -1.798667169922665066e+00 2.243543449963380024e-02 8.793817030505220178e-02 3.231873852661419633e-02 6.563909561615506316e-01 1.389226406282703330e+00 1.329713932014706390e-01 -9.959996058054138013e-01 7.811252646487020224e-01 5.042482388095199664e-01 2.326599828085943455e-01 2.216440435839064360e-01 1.211799058750288260e+00
7.194542884826660156e-02 6.113543031350133355e-04 9.032716970145948654e-01 -1.798525957701049727e+00 2.536640530808759175e-02 9.396483325753937632e-02 3.278679599659481414e-02 6.964765264761443309e-01 1.390083622150031673e+00 8.129720783492944136e-02 -9.760287620307981360e-01 7.840781506503218257e-01 5.114624586699325626e-01 -4.627738149371551923e-02 1.416504807425712498e-01 1.163286978763695911e+00
7.748150825500488281e-02 7.629634667763127718e-04 9.038136504802064541e-01 -1.798343538332073166e+00 2.936558532111475245e-02 1.016570172686150214e-01 3.304686324081602955e-02 7.470937885549779889e-01 1.388363638950458778e+00 1.385382506654999138e-02 -9.505378533398246566e-01 7.870894665126417777e-01 5.153540525965227825e-01 -1.145619167906514191e-01 4.268687356227336416e-01 1.027158945802010059e+00
8.301544189453125000e-02 9.372595025928003509e-04 9.043976122633959891e-01 -1.798160804632898069e+00 3.363951344174655883e-02 1.093282033902162609e-01 3.293215339330565067e-02 7.970425597960941744e-01 1.383579000866263620e+00 -5.501949963849834396e-02 -9.255380967544064585e-01 7.894557487092139780e-01 5.134295486779126838e-01 1.819418344989045533e-01 7.799044842382524267e-02 9.750274407194834403e-01
8.742499351501464844e-02 1.093394908016582416e-03 9.048930098982633785e-01 -1.798016292354926327e+00 3.724014353943793515e-02 1.154167789340282135e-01 3.256791226985784188e-02 8.363502066509972410e-01 1.377572477642775128e+00 -1.108381997060487456e-01 -9.062777589702940562e-01 7.909809400409977265e-01 5.076363331096775955e-01 1.027319722188269058e-02 -6.622098518613062090e-02 7.037590709326568827e-01
9.171295166015625000e-02 1.260740778138795364e-03 9.054003299291074613e-01 -1.797877802340294595e+00 4.090609574023756911e-02 1.213081683986944326e-01 3.197706785284328695e-02 8.741306343950200342e-01 1.369856720780236126e+00 -1.658377664424876552e-01 -8.883391622318844716e-01 7.922190122876132667e-01 4.982175943038921750e-01 2.972122022062317903e-03 1.163224657107500004e-01 6.759864619455188128e-01
9.604549407958984375e-02 1.446108239119769327e-03 9.059384563147638847e-01 -1.797740949389549314e+00 4.477340564669841233e-02 1.272232877827675634e-01 3.113961652853625833e-02 9.118383512068083396e-01 1.360179865421829781e+00 -2.220550156843804079e-01 -8.711861375331619861e-01 7.932698296861081522e-01 4.847073040151639312e-01 -3.496239775421406959e-01 9.114617681779968450e-02 6.107877952311664416e-01
1.013233661651611328e-01 1.695712514570606655e-03 9.066293487195259404e-01 -1.797580127701908559e+00 4.970918551064090057e-02 1.343642653907005102e-01 2.977990219229782395e-02 9.570927828408871685e-01 1.345770273360179514e+00 -2.913205999947893199e-01 -8.518604927204166399e-01 7.943255825515084245e-01 4.622843210838190053e-01 -2.428148487007896761e-01 2.005293866295771443e-01 6.872545044938893621e-01
1.055562496185302734e-01 1.914705145128374432e-03 9.072099778176672125e-01 -1.797456813773202544e+00 5.383543457134114252e-02 1.400330672659464704e-01 2.842964463622912538e-02 9.928483562825679565e-01 1.332232167728889971e+00 -3.473746532566412970e-01 -8.376611130369963076e-01 7.950342940469824482e-01 4.394214488271505625e-01 -2.547190814888729005e-01 7.070837093130510898e-02 6.809369591419772716e-01
1.108932495117187500e-01 2.216532203916240021e-03 9.079764127300857801e-01 -1.797310433962281406e+00 5.925420317698732592e-02 1.470914371570717083e-01 2.638392711119235887e-02 1.037193301739941509e+00 1.312574669043223841e+00 -4.185831720006799594e-01 -8.215409043981843906e-01 7.957806938761122773e-01 4.036076896633304378e-01 -3.366188663132109182e-01 -2.671868232060770065e-02 7.243407728601891638e-01
