0.000000000000000000e+00 0.000000000000000000e+00 9.000000000000000222e-01 -1.800000000000000044e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.139643751552810835e+00 7.597625010352073716e-01 -1.179233964946142299e+00 5.817616472179640841e-01 -1.529639238353118769e-01
2.000000000000000042e-03 1.322926966450041787e-08 9.000022883248199879e-01 -1.799998488812912134e+00 1.984382944436756586e-05 2.292814507060706147e-03 1.506983411853979240e-03 1.984364181385491616e-02 1.153112770374901341e+00 7.471515409633052718e-01 -1.178741440418396902e+00 5.913034916618644665e-01 -1.182053288975062344e-01
4.000000000000000083e-03 1.058323560716021554e-07 9.000091889843295778e-01 -1.799993989157713914e+00 7.937306623213624462e-05 4.612218298231050492e-03 2.988330058070743939e-03 3.968503209960072553e-02 1.166232616095591812e+00 7.341264257838212570e-01 -1.177924573624957061e+00 6.009109258425650024e-01 -8.409992257366649682e-02
6.000000000000000125e-03 3.571740699199413659e-07 9.000207544570814067e-01 -1.799986553133467337e+00 1.785809559331724510e-04 6.957510527956710551e-03 4.443215806316457538e-03 5.952191953468786989e-02 1.179000798399893135e+00 7.206913511294303909e-01 -1.176783408550978294e+00 6.105398488024371684e-01 -5.072047522921807605e-02
8.000000000000000167e-03 8.466012106430291043e-07 9.000370358149929473e-01 -1.799976234479037318e+00 3.174562418491261523e-04 9.327985424388771096e-03 5.870825021710537536e-03 7.935205320766799963e-02 1.191414881365973955e+00 7.068506186599539109e-01 -1.175318039191050934e+00 6.201449638509066720e-01 -1.813251130480617035e-02
1.000000000000000021e-02 1.653433562830115906e-06 9.000580827136021034e-01 -1.799963088555884827e+00 4.959831660409266384e-04 1.172293239851422697e-02 7.270350777907903100e-03 9.917318282370014837e-02 1.203472483808261773e+00 6.926086350864251173e-01 -1.173528624816285726e+00 6.296806617445220855e-01 1.360589035481901687e-02
1.200000000000000025e-02 2.856954895119210456e-06 9.000839433825433833e-01 -1.799947172330440326e+00 7.141414707679380382e-04 1.414163615396581489e-02 8.640995066206550931e-03 1.189830589100031588e-01 1.215171279613259658e+00 6.779699111728708649e-01 -1.171415411305344767e+00 6.391019342988097929e-01 4.444415770837778501e-02
1.400000000000000029e-02 4.536403962368064683e-06 9.001146646162430098e-01 -1.799928544356061977e+00 9.719064003368110393e-04 1.658337679749548668e-02 9.981969002637359339e-03 1.387794330212373528e-01 1.226508998068034817e+00 6.629390607160199345e-01 -1.168978758489689795e+00 6.483652797282272173e-01 7.433915945539670833e-02
1.600000000000000033e-02 6.770965511950167668e-06 9.001502917648365187e-01 -1.799907264754579073e+00 1.269248703362462405e-03 1.904742995009837958e-02 1.129249303299041315e-02 1.585600579447965230e-01 1.237483424181340608e+00 6.475207995031360131e-01 -1.166219173437649470e+00 6.574295608717453110e-01 1.032550253864679413e-01
1.800000000000000211e-02 9.639761294963037502e-06 9.001908687253088459e-01 -1.799883395197431346e+00 1.606134635437976707e-03 2.153306685877062754e-02 1.257179713573640216e-02 1.783226879059936210e-01 1.248092398997327157e+00 6.317199442481976623e-01 -1.163137349567864076e+00 6.662567801602488071e-01 1.311628684987246052e-01
2.000000000000000042e-02 1.322184108320291800e-05 9.002364379328581245e-01 -1.799856998886400605e+00 1.982525962215955957e-03 2.403955450888795725e-02 1.381912102279797896e-02 1.980650787731211837e-01 1.258333819901798822e+00 6.155414115066232261e-01 -1.159734211438438134e+00 6.748127404728017087e-01 1.580404251164337914e-01
2.199999999999999872e-02 1.759617369270988904e-05 9.002870403524861898e-01 -1.799828140533946241e+00 2.398379962899554758e-03 2.656615573718909898e-02 1.503371433812961989e-02 2.177849882623701938e-01 1.268205640920982535e+00 5.989902165687727154e-01 -1.156010965002300495e+00 6.830675683855222946e-01 1.838716294390328465e-01
2.400000000000000050e-02 2.284163801469270356e-05 9.003427154708139035e-01 -1.799796886343143720e+00 2.853649434142635239e-03 2.911212934534884028e-02 1.621483685406378827e-02 2.374801761425878177e-01 1.277705873012766835e+00 5.820714723324481588e-01 -1.151969153050450334e+00 6.909960850070852034e-01 2.086461385170957916e-01
