2.000000000000000042e-02 5.546353894522671390e-04 1.899999660181522998e+00 -1.849999985898541199e+00 3.838137696690593209e-02 -1.579910731010497418e-05 7.557986741281371183e-06 -1.470152598536009214e-01 9.982737541438639357e-04 7.864369089796607501e-05
2.999999999999999889e-02 9.311984622816868321e-04 1.899999482393803119e+00 -1.849999980075199169e+00 3.618139067183556018e-02 -2.133095633520785690e-05 1.011335488280789329e-05 -1.610669398737546165e-01 2.296614328583775413e-03 2.004487877026288616e-04
4.000000000000000083e-02 1.270755624182621970e-03 1.899999312393922057e+00 -1.849999973964533639e+00 3.160235404504081747e-02 -1.218549770860282763e-05 1.317409701926046018e-05 -1.647727304461754638e-01 4.181279159370821646e-03 3.733301606678908892e-04
5.000000000000000278e-02 1.563394255170022767e-03 1.899999136173136316e+00 -1.849999967852282046e+00 2.702223757419543182e-02 -6.893429246270336850e-08 -1.584777028303776243e-05 -1.645506378830686733e-01 6.755918183779128713e-03 6.934787848127451498e-04
5.999999999999999778e-02 1.813851355537030811e-03 1.899998965139854334e+00 -1.849999962070372872e+00 2.322691579223928188e-02 -2.752442728860004677e-05 -6.767740157487180633e-06 -1.629220791109487476e-01 1.021312034637065005e-02 9.474348094435328538e-04
7.000000000000000666e-02 2.031264502805456198e-03 1.899998794101843025e+00 -1.849999956802493184e+00 2.041822766799461161e-02 -3.987484040725013682e-06 -8.656462718661075875e-06 -1.609211771194296592e-01 1.434506934711458556e-02 1.278164820177677330e-03
8.000000000000000167e-02 2.225333013672922949e-03 1.899998650621379737e+00 -1.849999951434972978e+00 1.854399933580024376e-02 -2.348277810729944157e-05 -1.110283867012634567e-06 -1.588545554042487262e-01 1.949364223487830283e-02 1.618841150705966790e-03
8.999999999999999667e-02 2.404993434511862923e-03 1.899998477342609959e+00 -1.849999946242155247e+00 1.751774577083305140e-02 -1.036513944024975868e-05 1.469475669826517610e-06 -1.568810286156912537e-01 2.549466311424156834e-02 2.005788138032315281e-03
1.000000000000000056e-01 2.578108347182217833e-03 1.899998306328331443e+00 -1.849999940545786981e+00 1.721793665859664910e-02 -1.708325353647299378e-05 -2.162155165896221120e-06 -1.549907843415609388e-01 3.256070536290062156e-02 2.434495658128884785e-03
1.100000000000000006e-01 2.751464275140433347e-03 1.899998146210608363e+00 -1.849999933408435604e+00 1.754904167985233202e-02 -1.597395989005179337e-05 1.222705601958986191e-06 -1.531884487656054727e-01 4.066321777639210489e-02 2.855719812592090456e-03
1.199999999999999956e-01 2.930914676163947491e-03 1.899997989839758761e+00 -1.849999926927666127e+00 1.842547895091355831e-02 -8.045799079130340427e-06 -1.582083971287123549e-05 -1.514535665786229113e-01 4.985838952794739709e-02 3.341126711687244545e-03
1.300000000000000044e-01 3.121535129715188178e-03 1.899997826518396993e+00 -1.849999922991163226e+00 1.977196814349019977e-02 -2.013659845316531779e-05 -1.287427512173708763e-05 -1.497510261746177462e-01 6.027786312129076313e-02 3.757499073265627154e-03
1.400000000000000133e-01 3.327767001887583110e-03 1.899997665748790698e+00 -1.849999918492045259e+00 2.153819942459349671e-02 -1.343327048735975096e-05 6.720252521707656098e-06 -1.480837405087540859e-01 7.185284417573375992e-02 4.101331876429423554e-03
1.499999999999999944e-01 3.553533987774499994e-03 1.899997519129368317e+00 -1.849999914151921665e+00 2.367325545764639022e-02 -1.150247177535768442e-05 -1.028826786683471151e-05 -1.464229593097464699e-01 8.469925584515917982e-02 4.517817483501904673e-03
1.600000000000000033e-01 3.802338333087162611e-03 1.899997368290336164e+00 -1.849999910581295204e+00 2.613956460371292742e-02 -1.763391337729049713e-05 -1.514392153697321857e-06 -1.447559551518666776e-01 9.887166985621381743e-02 4.803985062741876130e-03
