3.298044204711914062e-03 7.333071948908793750e-08 9.000067670053625291e-01 -1.799995568437235516e+00 5.847961985601077170e-05 3.798158831818459862e-03 2.468410126499529910e-03 3.272114265077472051e-02 1.161627840227129616e+00 7.386979533260881192e-01 -1.153046193427545330e+00 5.529317439564171988e-01 -2.243227487432172818e-01 -1.393837410643042007e+00 6.853133728509901434e-01 1.001789248391964815e+00 -3.214725224463222536e-02 1.549505779210569312e-02 3.042385275874837092e-02
8.487939834594726562e-03 1.043444032878949671e-06 9.000421706251059417e-01 -1.799973027269252901e+00 3.610114407795523466e-04 9.912280439597728754e-03 6.212267204705538594e-03 8.418781256083167353e-02 1.194356573636623509e+00 7.033760031053697404e-01 -1.151272294515985006e+00 5.681719780992668944e-01 -1.145998649217098986e-01 -3.722765942861616661e-01 6.305702776395417652e-01 8.240472248804817657e-01 -3.102601283276536920e-02 1.543962393321141047e-02 3.000400825320803655e-02
1.164007186889648438e-02 2.640364303182196739e-06 9.000792893914227877e-01 -1.799950036679079490e+00 6.748808153153858323e-04 1.370635639276944137e-02 8.394328347659029549e-03 1.154179930714355207e-01 1.213065916758132357e+00 6.806043554428438114e-01 -1.149809427251647920e+00 5.772904197106882851e-01 -5.154329511626853932e-02 -7.596393083708050664e-01 4.868583273951971879e-01 1.193470961166646305e+00 -2.935915154443781427e-02 1.459870667734197713e-02 2.836832078857187689e-02
1.679730415344238281e-02 7.914616908537243698e-06 9.001664678543958020e-01 -1.799897749106051714e+00 1.403548979802520273e-03 2.003833426571541287e-02 1.180249027030804213e-02 1.664384714203001603e-01 1.241712714023616382e+00 6.412217557417838609e-01 -1.146779172544522440e+00 5.916481471422243565e-01 4.492942781712391809e-02 -8.501498670906970645e-01 4.642140815129054410e-01 1.196407580724142772e+00 -2.838500379100848681e-02 1.429225606621831179e-02 2.774135382973930142e-02
2.099108695983886719e-02 1.538951308684306039e-05 9.002615136319729316e-01 -1.799842698318000700e+00 2.188599700853124941e-03 2.529159527392902188e-02 1.442100482096430290e-02 2.078371513451199026e-01 1.263225736442787017e+00 6.073395747702958758e-01 -1.143746536942956693e+00 6.025852314675190780e-01 1.169777224576049601e-01 -5.577717172582261629e-01 4.235456533503009213e-01 1.293438210858047777e+00 -2.665170620768113341e-02 1.393311445060696485e-02 2.730669285631570631e-02
2.521967887878417969e-02 2.661982266573879825e-05 9.003797850595663954e-01 -1.799776406498041936e+00 3.155296304258202109e-03 3.067612410142863191e-02 1.691427500850391924e-02 2.494746374612306361e-01 1.283271701538385212e+00 5.715327856453478184e-01 -1.140174508901365069e+00 6.127561936490097949e-01 1.835644337962935024e-01 -3.183965889330915289e-01 3.029175423951459001e-01 1.164623822248937346e+00 -2.503576984913678111e-02 1.320362901556004775e-02 2.655163267126958715e-02
2.936387062072753906e-02 4.194224469966788987e-05 9.005179302987078582e-01 -1.799701528663731898e+00 4.273100659968315403e-03 3.603197180786760906e-02 1.920777709093581323e-02 2.901585560205459657e-01 1.301294498206190031e+00 5.348844188291890234e-01 -1.136178443306840258e+00 6.217782436512130362e-01 2.428519749655386750e-01 -3.104907784332535670e-01 1.986558426285678358e-01 1.147366697198519692e+00 -2.399101560718708281e-02 1.255457571115292659e-02 2.594713676442972350e-02
3.355646133422851562e-02 6.249848206258435963e-05 9.006803674678794946e-01 -1.799616453019009299e+00 5.574784755665862512e-03 4.152276841677799563e-02 2.137077074695466899e-02 3.311741096729174383e-01 1.317878948834706021e+00 4.962920158516320734e-01 -1.131647359547524045e+00 6.298995915839196158e-01 2.968774563381830767e-01 1.662232636934879437e-03 2.154261578332201665e-01 1.253744923680910617e+00 -2.272907343308710332e-02 1.217198800849839113e-02 2.558994594491892371e-02
3.778433799743652344e-02 8.909407534433219785e-05 9.008675415904289219e-01 -1.799521853673538452e+00 7.060604054494501632e-03 4.712643054615753280e-02 2.338559007346754925e-02 3.723682814123322471e-01 1.332909556993681299e+00 4.558838262096774896e-01 -1.126595674922171275e+00 6.370613771295657868e-01 3.454313379084456015e-01 -2.091931181716610855e-01 2.354749216343297036e-01 1.167840533838819139e+00 -2.031055834613012395e-02 1.145084694931564062e-02 2.506847168199133336e-02
4.288864135742187500e-02 1.303280016648621531e-04 9.011259313334551990e-01 -1.799396645040765463e+00 9.090596304147685602e-03 5.397233489302076526e-02 2.558091564110870353e-02 4.218426910960416110e-01 1.348713947786795098e+00 4.051371534087848114e-01 -1.119866736873345037e+00 6.443600716718180799e-01 3.962197125203786863e-01 -6.910287407772264245e-02 8.549136832513770656e-02 1.208854347772057025e+00 -1.923987769873262976e-02 1.074036319151794316e-02 2.453016140912467336e-02
4.704952239990234375e-02 1.719222195979351847e-04 9.013622185850553858e-01 -1.799286819146936223e+00 1.092939014961827500e-02 5.960773201195543325e-02 2.717792461646567279e-02 4.619460161517616736e-01 1.359747552302067231e+00 3.622977363814111063e-01 -1.113920293649954596e+00 6.493371449703123632e-01 4.317487694350149452e-01 -1.079608326751653191e-01 2.680852718439928895e-01 1.187632878917539214e+00 -1.765413575092589921e-02 1.040140601639083506e-02 2.419772083872051560e-02
5.127549171447753906e-02 2.223360097653565264e-04 9.016262398489317542e-01 -1.799168874331568135e+00 1.296686767618900407e-02 6.537454721015230341e-02 2.861513645313629867e-02 5.024444744097413817e-01 1.369223123190895119e+00 3.174813821320398577e-01 -1.107490467055495476e+00 6.535835536097670539e-01 4.626283303069593789e-01 5.522883386404586759e-02 1.878655750239426880e-01 1.132670728395984927e+00 -1.639261518356731687e-02 9.938727451165640936e-03 2.371532767191086855e-02
