3.365278244018554688e-03 7.644375926479359552e-08 9.000069989849689422e-01 -1.799995417172238321e+00 6.048081537905234615e-05 3.876130274650219434e-03 2.518208585818778981e-03 3.338815105795983618e-02 1.162068890338570748e+00 7.382600877731125832e-01 -6.362375226768793191e+00 3.616755062006024035e-01 1.059111068317365387e-02 -1.426530924444313175e+00 7.709417303527664744e-01 4.957641295235858114e-02 -3.269224420109623219e-02 1.594941756025580748e-02 -4.117436950654695949e-04
7.657289505004882812e-03 7.627353018124019659e-07 9.000342459188783728e-01 -1.799978002634621044e+00 2.936592328597036755e-04 8.921792111823905608e-03 5.626196691276889872e-03 7.595405574422481321e-02 1.189287663106865844e+00 7.092223007978085692e-01 -6.280031929419998882e+00 3.775849584004693504e-01 1.027121443936512279e-01 1.014699199654746753e+00 5.322940093749733981e-01 -1.659259837181369102e-03 -3.096575012356583140e-02 1.540142006743794312e-02 -4.100647836688953163e-04
1.291775703430175781e-02 3.627617992728791220e-06 9.000980406967085123e-01 -1.799938624353180083e+00 8.324242594220032047e-04 1.526209847973574243e-02 9.256339197693896556e-03 1.280671897071303522e-01 1.220373915045660951e+00 6.710725768037144601e-01 -6.178556839990164029e+00 3.965908206318551343e-01 2.085277338462389329e-01 1.905194250622371133e+00 1.039825115510913500e+00 -6.604246758837764575e-03 -2.545236132558408373e-02 1.540465652617628578e-02 -3.706865022279348665e-04
1.715540885925292969e-02 8.428281543490423515e-06 9.001737332546421166e-01 -1.799893475205681659e+00 1.463869198601327245e-03 2.048339340268136993e-02 1.203155267998608051e-02 1.699770168144487670e-01 1.243612275926331723e+00 6.383925754304715650e-01 -6.096411353951519452e+00 4.112103576878380906e-01 2.875425765627046548e-01 2.069784202290766206e+00 7.755425910329882822e-01 7.649661812593279431e-03 -2.099677752852654664e-02 1.538951160547219477e-02 -3.729826519707213350e-04
2.142524719238281250e-02 1.633909371832711592e-05 9.002724984111094564e-01 -1.799836433743494446e+00 2.278873335673685732e-03 2.584007016234154269e-02 1.468466887907965597e-02 2.121179515899188628e-01 1.265368712497447534e+00 6.037466394487471799e-01 -6.013307025685763030e+00 4.250766691276665621e-01 3.611134501174771971e-01 3.443913306047983180e+00 5.969793914483002562e-01 -4.863905042644161431e-02 -1.499390605064889088e-02 1.524604348557234701e-02 -3.316768160042116165e-04
2.665901184082031250e-02 3.141735161909850997e-05 9.004252266093956125e-01 -1.799751494034248500e+00 3.524219380110349756e-03 3.252767240116316572e-02 1.772816981420386601e-02 2.636195821510575743e-01 1.289716194865483612e+00 5.589785233636646034e-01 -5.911022032822364380e+00 4.406297256607082935e-01 4.426707428270467148e-01 4.526555300412785421e+00 3.976729648137884432e-01 3.742899290650041760e-02 -7.863612729653026226e-03 1.488408557622300510e-02 -2.625919422685196736e-04
3.093743324279785156e-02 4.905269372476616009e-05 9.005763271224271893e-01 -1.799670615401796292e+00 4.742439409950293533e-03 3.808496504661192106e-02 2.003762032623301534e-02 3.055696773676402356e-01 1.307705457547512440e+00 5.205681711338014939e-01 -5.827104221035119380e+00 4.520400996158421281e-01 5.022714963641452535e-01 4.476041486818973958e+00 4.811791737076960840e-01 1.793573717539397386e-02 -8.215923525093646925e-04 1.464155701515790220e-02 -1.974489360370146329e-04
3.521776199340820312e-02 7.227046238809849707e-05 9.007513445395356477e-01 -1.799580209623469207e+00 6.139708399406523277e-03 4.371773479069140239e-02 2.218099250806981546e-02 3.473802042346008645e-01 1.323971123078492962e+00 4.805744992311146713e-01 -5.742916616828788179e+00 4.622434745176012272e-01 5.556609729394251795e-01 4.818796930995933536e+00 3.835940698775672786e-01 1.016313583933421416e-01 4.046030173176825250e-03 1.408993420780957351e-02 -1.228979932201834657e-04
3.947901725769042969e-02 1.016768997634376592e-04 9.009495805444800443e-01 -1.799481490944124795e+00 7.707471762436979464e-03 4.939063154914112574e-02 2.414222201343636451e-02 3.888257308282305758e-01 1.338427335086789460e+00 4.392568107815080225e-01 -5.658914403681298388e+00 4.712098294847354985e-01 6.027766982259508133e-01 4.798015241282547194e+00 3.699956509993925780e-01 1.670883633804675084e-01 8.465683776708933170e-03 1.377342450047369660e-02 -3.991494009647489349e-05
4.370903968811035156e-02 1.378219068394645984e-04 9.011703326175116713e-01 -1.799375618813795930e+00 9.437561397310331029e-03 5.507910396515920681e-02 2.591238362015708258e-02 4.297699362653076838e-01 1.351047022584722201e+00 3.968132273497850249e-01 -5.575387140857595014e+00 4.789851965726226179e-01 6.437937518953079641e-01 4.786481087938694756e+00 4.925931370186876768e-01 7.979915457055727912e-02 1.516288625601396392e-02 1.320697802995673964e-02 3.436672850143374092e-05
4.892468452453613281e-02 1.932389330352743764e-04 9.014763838789255912e-01 -1.799235231684274128e+00 1.181248168277716955e-02 6.216166877401172602e-02 2.783884947904910478e-02 4.799460744364660303e-01 1.364167056720155147e+00 3.425701028583688634e-01 -5.472284303164340891e+00 4.871213553187275780e-01 6.866845771219813876e-01 4.824180147004874186e+00 3.490866366604148396e-01 1.741847640739871417e-02 2.148574658150329345e-02 1.278638906691387245e-02 1.115729345613214463e-04
5.318260192871093750e-02 2.480013301641905560e-04 9.017534378518196059e-01 -1.799113731203087152e+00 1.394264410309553615e-02 6.798942762262059902e-02 2.920073157980329626e-02 5.206378931783239850e-01 1.372920120961821366e+00 2.968374980366599303e-01 -5.388099812756105500e+00 4.927221446986811415e-01 7.158688242117293710e-01 4.741934124723279353e+00 1.310389503107326492e-01 1.309654971947766811e-01 2.562797945049118814e-02 1.215506825343093400e-02 2.172185802380433017e-04
5.744266510009765625e-02 3.121985336271643425e-04 9.020554452235421961e-01 -1.798986801627338039e+00 1.624607116231934281e-02 7.385351651484596547e-02 3.036649372082894996e-02 5.610826677461613343e-01 1.379892542764259211e+00 2.498338278329264583e-01 -5.303938124197607351e+00 4.974892479217910002e-01 7.400293509807835957e-01 4.688023350783442567e+00 2.292445365357134168e-01 1.108042329484740379e-01 2.926492376527465439e-02 1.136708548614595582e-02 3.284125297664530763e-04
6.267166137695312500e-02 4.050737061549759539e-04 9.024605818854509742e-01 -1.798824862255318235e+00 1.930932679094733706e-02 8.108608218443875970e-02 3.151801602326104873e-02 6.103258868379959345e-01 1.385972759410072808e+00 1.905113706448482158e-01 -5.200848467074441039e+00 5.023310522014818869e-01 7.630291051625329724e-01 4.524027036607496832e+00 2.316520197916112633e-01 -1.136443795093068643e-03 3.335443193102374804e-02 1.104558192359794688e-02 4.271709783243426983e-04
6.689524650573730469e-02 4.922203344069454129e-04 9.028154950462916606e-01 -1.798690181717064629e+00 2.197092313534437444e-02 8.694668605320560184e-02 3.221869162305984746e-02 6.497554999095938033e-01 1.388890745582472164e+00 1.413692907352505079e-01 -5.117860970986047420e+00 5.055396191030201436e-01 7.764703807118713552e-01 4.668402879338232836e+00 2.472759252494791116e-01 1.284645856026260247e-01 3.601516555964574817e-02 1.043162158361465863e-02 5.301418455574413713e-04
7.117390632629394531e-02 5.922875917536083975e-04 9.032002149784139622e-01 -1.798551188956068803e+00 2.483577771815740146e-02 9.289237684041411203e-02 3.271531596923580448e-02 6.893635879273820599e-01 1.390030478789376689e+00 9.054545473387416721e-02 -5.034152433945907390e+00 5.082374211678332143e-01 7.855485198590718143e-01 4.120566298578664188e+00 2.518612020833645992e-01 1.989543995830718726e-01 3.914299230938971669e-02 1.021075832481899148e-02 6.691346065532677301e-04
7.544255256652832031e-02 7.046416036153277428e-04 9.036092880337767141e-01 -1.798410872615427314e+00 2.786137657727100203e-02 9.882512762201881018e-02 3.299286173655494037e-02 7.285221169900328864e-01 1.389342000836790270e+00 3.886524689449814829e-02 -4.951105058723620722e+00 5.104424859506635492e-01 7.901183026305438339e-01 4.136384335867708373e+00 3.109196325516558890e-01 2.011958405456789334e-01 3.925534632125143863e-02 1.031709938936753446e-02 7.937153209740532844e-04
7.865190505981445312e-02 7.978909493569120862e-04 9.039336569098741503e-01 -1.798304857013837355e+00 3.024669600070281628e-02 1.032814655590632846e-01 3.305393378492548634e-02 7.577129040605967703e-01 1.387606144056576118e+00 -5.966499220862453434e-04 -4.889041661769517155e+00 5.118122817703487648e-01 7.905714627835028763e-01 4.208721064590140948e+00 3.074157874735573559e-01 1.937124894671034825e-01 4.092302255641257908e-02 1.003588507454700185e-02 8.681404608330556272e-04
8.189892768859863281e-02 8.998768602754557725e-04 9.042758491124694986e-01 -1.798197588017464765e+00 3.275156702537113801e-02 1.077831504962709769e-01 3.299081913528468385e-02 7.870282852589444156e-01 1.384831534692892330e+00 -4.099645877380449221e-02 -4.826609987032450810e+00 5.129799340015727127e-01 7.885213638045052154e-01 4.016710224775312810e+00 3.429080986802506836e-01 1.626117718166991966e-01 4.205444773782748835e-02 1.001478696723634432e-02 9.595546216953909635e-04
8.515620231628417969e-02 1.011104378436894534e-03 9.046348095495668762e-01 -1.798090449874535590e+00 3.536618854272167295e-02 1.122873544877094620e-01 3.278565684719707274e-02 8.161816058886151026e-01 1.380904901899191239e+00 -8.202063586601131273e-02 -4.764435928686809874e+00 5.139276264513548131e-01 7.836039958838035835e-01 3.712586942086743669e+00 2.064645085837474303e-01 1.604631087152077473e-01 4.576870152685531823e-02 8.678174074408184779e-03 1.035102302893609050e-03
